ID,Date,Time,Sender,Message,SystemMessage,tokenized_message,pii
188,1/1/2024,23:35,Budi,"Aku baru buka rekening baru, nomornya 9773612492 di Bank ABC.",FALSE,"['Aku', 'baru', 'buka', 'rekening', 'baru', 'nomornya', '9773612492', 'di', 'Bank', 'ABC']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Account', 'O', 'O', 'O']"
189,1/1/2024,23:40,Eka,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
190,1/1/2024,23:45,Gina,Ada yang tahu cara urus data Lokasi Aktivitas Digital? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Lokasi', 'Aktivitas', 'Digital', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
191,1/1/2024,23:50,Budi,Aku lagi tambahkan data Riwayat Pekerjaan ke sistem. Semoga prosesnya lancar.,FALSE,"['Aku', 'lagi', 'tambahkan', 'data', 'Riwayat', 'Pekerjaan', 'ke', 'sistem', 'Semoga', 'prosesnya', 'lancar']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
192,1/1/2024,23:55,Gina,Ada yang tahu cara urus data Nomor JKN? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'JKN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
193,1/2/2024,0:00,Dina,"Aku baru update data Nama Lengkap. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Lengkap', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
194,1/2/2024,0:05,Cindy,"Barusan pindah ke alamat baru, yaitu Jl. Melati No. 17.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Melati', 'No', '17']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
195,1/2/2024,0:10,Eka,"Aku baru beli kendaraan baru, plat nomornya B 2509 XYZ, warna merah.",FALSE,"['Aku', 'baru', 'beli', 'kendaraan', 'baru', 'plat', 'nomornya', 'B', '2509', 'XYZ', 'warna', 'merah']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Plate', 'I_Plate', 'I_Plate',  'O', 'B_Asset']"
196,1/2/2024,0:15,Dina,Aku lagi tambahkan data Riwayat Pekerjaan ke sistem. Semoga prosesnya lancar.,FALSE,"['Aku', 'lagi', 'tambahkan', 'data', 'Riwayat', 'Pekerjaan', 'ke', 'sistem', 'Semoga', 'prosesnya', 'lancar']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
197,1/2/2024,0:20,Budi,Ada yang tahu cara urus data Alamat Email? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Alamat', 'Email', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
198,1/2/2024,0:25,Ari,Ada yang tahu cara urus data Media Sosial? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Media', 'Sosial', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
199,1/2/2024,0:30,Dina,Ada yang tahu cara urus data Agama? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Agama', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
200,1/2/2024,0:35,Budi,Ada yang tahu cara urus data Status Perkawinan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Status', 'Perkawinan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
201,1/2/2024,0:40,Budi,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
202,1/2/2024,0:45,Gina,Ada yang tahu cara urus data Nomor Rangka dan Nomor Mesin Kendaraan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Rangka', 'dan', 'Nomor', 'Mesin', 'Kendaraan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
203,1/2/2024,0:50,Gina,Ada yang tahu cara urus data Nomor Induk Siswa Nasional (NISN)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Siswa', 'Nasional', 'NISN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
204,1/2/2024,0:55,Budi,"Kemarin urus ulang Nomor NPWP, nomor barunya adalah 1876116686.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'NPWP', 'nomor', 'barunya', 'adalah', '1876116686']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
205,1/2/2024,1:00,Dina,Ada yang tahu cara urus data Nomor Seri Barang Berharga? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Seri', 'Barang', 'Berharga', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
206,1/2/2024,1:05,Ari,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
207,1/2/2024,1:10,Dina,"Barusan pindah ke alamat baru, yaitu Jl. Melati No. 97.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Melati', 'No', '97']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
208,1/2/2024,1:15,Dina,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
209,1/2/2024,1:20,Cindy,"Barusan pindah ke alamat baru, yaitu Jl. Kenanga No. 53.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Kenanga', 'No', '53']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
210,1/2/2024,1:25,Cindy,Ada yang tahu cara urus data Nomor Kartu Kredit/Debit? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Kartu', 'Kredit', 'Debit', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
211,1/2/2024,1:30,Ari,Ada yang tahu cara urus data Status Perkawinan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Status', 'Perkawinan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
212,1/2/2024,1:35,Budi,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
213,1/2/2024,1:40,Eka,Ada yang tahu cara urus data Lokasi Aktivitas Digital? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Lokasi', 'Aktivitas', 'Digital', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
214,1/2/2024,1:45,Budi,Ada yang tahu cara urus data Nomor Faks? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Faks', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
215,1/2/2024,1:50,Ari,"Barusan pindah ke alamat baru, yaitu Jl. Melati No. 5.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Melati', 'No', '5']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
216,1/2/2024,1:55,Dina,Ada yang tahu cara urus data Lokasi Aktivitas Digital? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Lokasi', 'Aktivitas', 'Digital', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
217,1/2/2024,2:00,Budi,"Barusan pindah ke alamat baru, yaitu Jl. Mawar No. 89.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Mawar', 'No', '89']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
218,1/2/2024,2:05,Budi,"Aku baru beli kendaraan baru, plat nomornya B 1001 XYZ, warna biru.",FALSE,"['Aku', 'baru', 'beli', 'kendaraan', 'baru', 'plat', 'nomornya', 'B', '1001', 'XYZ', 'warna', 'biru']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Plate', 'I_Plate', 'I_Plate', 'O', 'B_Asset']"
219,1/2/2024,2:10,Cindy,Ada yang tahu cara urus data Nomor Induk Siswa Nasional (NISN)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Siswa', 'Nasional', 'NISN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
220,1/2/2024,2:15,Ari,"Kemarin urus ulang Nomor Paspor, nomor barunya adalah 5445063024.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'Paspor', 'nomor', 'barunya', 'adalah', '5445063024']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
221,1/2/2024,2:20,Eka,Ada yang tahu cara urus data Nomor Induk Pegawai (NIP)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Pegawai', 'NIP', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
222,1/2/2024,2:25,Budi,"Data Tanggal Lahir aku sudah diverifikasi, jadi gak ada masalah lagi sekarang.",FALSE,"['Data', 'Tanggal', 'Lahir', 'aku', 'sudah', 'diverifikasi', 'jadi', 'gak', 'ada', 'masalah', 'lagi', 'sekarang']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
223,1/2/2024,2:30,Budi,Ada yang tahu cara urus data Nomor Rangka dan Nomor Mesin Kendaraan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Rangka', 'dan', 'Nomor', 'Mesin', 'Kendaraan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
224,1/2/2024,2:35,Cindy,Nomor Nomor Telepon aku yang baru itu 08183244439.,FALSE,"['Nomor', 'Nomor', 'Telepon', 'aku', 'yang', 'baru', 'itu', '08183244439']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Phone_Number']"
225,1/2/2024,2:40,Gina,Ada yang tahu cara urus data Merek dan Tipe Alat Elektronik? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Merek', 'dan', 'Tipe', 'Alat', 'Elektronik', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
226,1/2/2024,2:45,Gina,Ada yang tahu cara urus data Agama? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Agama', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
227,1/2/2024,2:50,Ari,"Kemarin urus ulang Nomor SIM, nomor barunya adalah 1318637407.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'SIM', 'nomor', 'barunya', 'adalah', '1318637407']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
228,1/2/2024,2:55,Eka,Ada yang tahu cara urus data Nomor Telepon Rumah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Telepon', 'Rumah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
229,1/2/2024,3:00,Dina,"Aku baru update data Nama Panggilan. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Panggilan', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
230,1/2/2024,3:05,Gina,Ada yang tahu cara urus data Nomor Akun Aset Keuangan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Akun', 'Aset', 'Keuangan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
231,1/2/2024,3:10,Eka,"Aku baru buka rekening baru, nomornya 7452629264 di Bank ABC.",FALSE,"['Aku', 'baru', 'buka', 'rekening', 'baru', 'nomornya', '7452629264', 'di', 'Bank', 'ABC']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Account', 'O', 'O', 'O']"
232,1/2/2024,3:15,Dina,Ada yang tahu cara urus data Nomor JKN? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'JKN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
233,1/2/2024,3:20,Ari,"Barusan pindah ke alamat baru, yaitu Jl. Melati No. 79.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Melati', 'No', '79']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
234,1/2/2024,3:25,Dina,Ada yang tahu cara urus data Nomor Kartu Kredit/Debit? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Kartu', 'Kredit', 'Debit', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
235,1/2/2024,3:30,Cindy,"Kemarin urus ulang Nomor BPJS, nomor barunya adalah 4898545436.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'BPJS', 'nomor', 'barunya', 'adalah', '4898545436']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
236,1/2/2024,3:35,Budi,"Aku baru beli kendaraan baru, plat nomornya B 4096 XYZ, warna biru.",FALSE,"['Aku', 'baru', 'beli', 'kendaraan', 'baru', 'plat', 'nomornya', 'B', '4096', 'XYZ', 'warna', 'biru']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Plate', 'I_Plate', 'I_Plate', 'O', 'B_Asset']"
237,1/2/2024,3:40,Dina,"Aku baru update data Nama Ibu Kandung. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Ibu', 'Kandung', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
238,1/2/2024,3:45,Eka,Ada yang tahu cara urus data Nomor Telepon Rumah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Telepon', 'Rumah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
239,1/2/2024,3:50,Dina,"Aku baru update data Nama Lengkap. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Lengkap', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
240,1/2/2024,3:55,Budi,"Kemarin urus ulang Nomor KTP, nomor barunya adalah 2713203214.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'KTP', 'nomor', 'barunya', 'adalah', '2713203214']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
241,1/2/2024,4:00,Dina,"Kemarin urus ulang Nomor Paspor, nomor barunya adalah 3298485263.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'Paspor', 'nomor', 'barunya', 'adalah', '3298485263']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
242,1/2/2024,4:05,Ari,Ada yang tahu cara urus data Nomor Akun Aset Keuangan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Akun', 'Aset', 'Keuangan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
243,1/2/2024,4:10,Dina,"Kemarin urus ulang Nomor BPJS, nomor barunya adalah 4673439184.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'BPJS', 'nomor', 'barunya', 'adalah', '4673439184']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
244,1/2/2024,4:15,Eka,Ada yang tahu cara urus data Nomor Rangka dan Nomor Mesin Kendaraan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Rangka', 'dan', 'Nomor', 'Mesin', 'Kendaraan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
245,1/2/2024,4:20,Budi,"Barusan pindah ke alamat baru, yaitu Jl. Mawar No. 94.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Mawar', 'No', '94']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
246,1/2/2024,4:25,Ari,Nomor Nomor Telepon aku yang baru itu 08175187214.,FALSE,"['Nomor', 'Nomor', 'Telepon', 'aku', 'yang', 'baru', 'itu', '08175187214']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Phone_Number']"
247,1/2/2024,4:30,Eka,Ada yang tahu cara urus data Nomor Induk Pegawai (NIP)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Pegawai', 'NIP', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
248,1/2/2024,4:35,Gina,"Barusan pindah ke alamat baru, yaitu Jl. Mawar No. 39.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Mawar', 'No', '39']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
249,1/2/2024,4:40,Gina,Ada yang tahu cara urus data Nomor Kartu Kredit/Debit? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Kartu', 'Kredit', 'Debit', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
250,1/2/2024,4:45,Dina,"Kemarin urus ulang Nomor KTP, nomor barunya adalah 7958757513.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'KTP', 'nomor', 'barunya', 'adalah', '7958757513']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
251,1/2/2024,4:50,Ari,Nomor Nomor Telepon aku yang baru itu 08141827794.,FALSE,"['Nomor', 'Nomor', 'Telepon', 'aku', 'yang', 'baru', 'itu', '08141827794']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
252,1/2/2024,4:55,Ari,"Kemarin urus ulang Nomor NPWP, nomor barunya adalah 6360844264.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'NPWP', 'nomor', 'barunya', 'adalah', '6360844264']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
253,1/2/2024,5:00,Budi,Ada yang tahu cara urus data Status Sosial? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Status', 'Sosial', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
254,1/2/2024,5:05,Cindy,Aku lagi tambahkan data Riwayat Pekerjaan ke sistem. Semoga prosesnya lancar.,FALSE,"['Aku', 'lagi', 'tambahkan', 'data', 'Riwayat', 'Pekerjaan', 'ke', 'sistem', 'Semoga', 'prosesnya', 'lancar']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
255,1/2/2024,5:10,Dina,Ada yang tahu cara urus data Alamat Email? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Alamat', 'Email', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
256,1/2/2024,5:15,Ari,Ada yang tahu cara urus data Nomor Faks? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Faks', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
257,1/2/2024,5:20,Ari,"Aku baru update data Nama Lengkap. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Lengkap', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
258,1/2/2024,5:25,Dina,Ada yang tahu cara urus data Nomor Faks? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Faks', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
259,1/2/2024,5:30,Budi,Ada yang tahu cara urus data Nomor JKN? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'JKN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
260,1/2/2024,5:35,Budi,Ada yang tahu cara urus data Nomor Seri Barang Berharga? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Seri', 'Barang', 'Berharga', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
261,1/2/2024,5:40,Gina,Ada yang tahu cara urus data Agama? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Agama', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
262,1/2/2024,5:45,Dina,"Kemarin urus ulang Nomor BPJS, nomor barunya adalah 5015830537.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'BPJS', 'nomor', 'barunya', 'adalah', '5015830537']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
